Location_Coordinates,Hospital_Name,Address_Original_First_Line
"16.8652942, 81.9261999",Santhi Childrens Hospital,"Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta"
"16.8652942, 81.9261999",Sri Bikkina Nursing Home,Opp Vijaya Mahal Main Road Mandapeta
"16.8652942, 81.9261999",Srinivasa Nursing Home,"K.P Road, Mandapeta"
"16.5871358, 82.008204",Dr.K.V.R.Hospital,Main Rd
"17.355267, 82.5429325",Doctors Plaza,"Near Vinayakrao Hospital, Theatre Road, Tuni"
"17.3645993, 82.5460478",Pandu Ranga Praja Vidyasala,"3-6-5, Cinema Road Tuni"
"17.355267, 82.5429325",Sri Mallikarjuna Nursing Home,"Cinema Road, Tuni"
"17.355267, 82.5429325",Suresh Hospital,Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni
"17.2882648, 82.1063568",Lakshmi Balaji Nursing Home,Yeleswaram
"17.0756673, 82.1360026",Rao's Nursing Home,Hospital Street Peddapuram Peddapuram
"17.0785002, 82.1366951",Sree Sreenivasa Hospital,"6-16-17/1, Rajugari Street"
"17.1172164, 82.268659",Chopde's Nursing Home,Madhapuram Road Pithapuram Pithapuram
"17.1124269, 82.2528975",Sri Varalakshmi Hospital,"Near Sbi, Opp Park Opp Park Pithapuram"
"16.2861218, 80.4462117",Adarsha Hospitals,"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet"
"16.3066525, 80.4365402",Ahalya Nursing Home,"# 12 - 12 - 54, Back Side Sivalayam Temple"
"16.2893144, 80.4604643",Amaravathi Institute Of Medical Sciences Pvt Ltd,Mukku Narsa Reddy Plaza Old Club Road Kotha Peta
"16.2989705, 80.4523668",Amma Childrens Hospital,"13-7-109/D,Old Club Road, Gunturovari Thota"
"16.2432189, 80.647093",Aruna Hospital,Ganganamma Pet Road
"16.3411536, 80.6280525",Aswini Hospitals,"15-1-17, Near Mangalagiri Rly Gate"
"16.2964097, 80.4490511",Bayya Ent Hospital And Research Centre,12-25-191 Kothapet Main Road Kotha Peta
"16.2988738, 80.4525909",Chalsani Hospital,"Old Club Road, Kothapet"
"16.2861218, 80.4462117",Coastal Care Hospital,"8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet"
"16.2861218, 80.4462117",Dhulipalla Hospital Pvt Ltd,Door No:12-25-179 Sivalayam Street Kothapet
"16.2989705, 80.4523668",Dr.Rangarao Nursing Home (P) Ltd,"022, Old Club Road,Kothapet"
"16.2988738, 80.4525909",Guntur City Hospital-Guntur,"Mukku Pitchi Reddy Com, Old Club Road, Kothapet"
"16.2370726, 80.6469011",Janardani Hospital,"Gowri Sankar Theatre Road, Kothapet"
"16.2988738, 80.4525909",Karumuri Super Speciality Hospital Pvt Ltd,"13-4-73,Old Club Road Kothapet"
"16.2861218, 80.4462117",Krishna Childrens Hospital,Kothapet
"16.2989705, 80.4523668",Lakshmi Meenakshi Eye and Maternity Care,"D No 12-12-54, Old Club Road , Kothapet"
"16.2861218, 80.4462117",Lalitha Super Specialty Hospital,Gowrishankar Theater Road Kothapet
"16.2988738, 80.4525909",Life Hospital,"Old Club Road, Kothapet"
"16.3011491, 80.4389977",Mahathi Nursing Home,"3/1,Ashok Nagar"
"16.2989705, 80.4523668",Maruthi E.N.T. Hospital,"Reside Hero Honda Showroom, Old Club Road, Kothapet"
"16.4165212, 80.4582736",Mediline Hospital,15-11-150 Mangalgiri Road
"16.2501646, 80.0225996",Mother Theresa Multispeciality Hospital,"5-1-57, Palnadu Road"
"16.3066525, 80.4365402",Nandanaa's Multi Care Hospital,"4Th Lane Kannavari Thota, Opp Alankar Theatre"
"16.3066525, 80.4365402",Padmas Hospital,"Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand"
"16.2861218, 80.4462117",Padmavathi Super Speciality Hospital,"Opposite Telephone Exchange, Post Office, Kothapet"
"16.2989705, 80.4523668",Peoples Trauma And Emergency Hospital,"Old Club Road,,Kothapet"
"17.3730192, 78.547636",Pragathi Hospitals,"Club Road, Near Bose Statue Kothapet"
"16.2861218, 80.4462117",Prof. D. Ramakotaiah Childerns Hospital,"Besides Sivalayam, Kothapet"
"16.3066525, 80.4365402",Purnasai Hospital,"Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line"
"17.3730192, 78.547636",R K Eye Center,"Opp-Srikrishna Picture Palace, Kothapet"
"17.3730192, 78.547636",Raghavendra Hospitals,"D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet"
"16.2940783, 80.4490134",Rajyalakshmi Nursing Home,"12-25-86, Main Road, Near Vijaya Talkies, Kothapet"
"16.2989705, 80.4523668",S.G.O. Clinic,"12-12-93, Old Club Road, Kothapet"
"16.2988738, 80.4525909",Sai Bhaskar Trauma and Emergency,"Busi Reddy Malleswara Reddy Groups, Oppandhra Bank , Old Club Road, Kothapet"
"16.2893144, 80.4604643",Sai Chandan Eye Hospital,"Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge"
"16.0526834, 79.7400177",Sai Sri Nursing Home,"Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta"
"16.3066525, 80.4365402",Sathvika Hospital,"1 St Line Sambasivapte, Naaz Centre"
"17.3730192, 78.547636",Shri Ramchandra Kidney Centre,"Doctors Plaza, 1St Floor, Opposite Sbh, Kothapet"
"16.3146349, 80.4409967",Sravani Hospital,"Near Anna Srinivasaarao Kalyanamandapem, Old Bank Road, Kothapet"
"16.3066525, 80.4365402",Sri Krishna Institute Of Medical Sciences,"Beside Manipuram Flyover, Near R.T.C Bus Stand, Manglagiri Road"
"16.2861218, 80.4462117",Sri Ramakrishna Nursing Home,"Opposite Indian Overseas Bank , Leelamahal Road Kothapet"
"16.2989705, 80.4523668",Sri Satya Sai Hospital,"5Th Line, Ramireddy Thota, Old Club Road, Kothapet"
"16.433573, 80.5677103",Sri Vijayasai Hospital,"12-B-1, Old Club Road, Kuglar Hospital Lane Kothapet"
"16.2988738, 80.4525909",Srinivasa Nursing Hom,"Old Club Road ,Kothapet"
"16.2964097, 80.4490511",Sudarsana Eye Hospital,Kothapet Main Road
"16.3066525, 80.4365402",Sujatha Laparoscopy and Infertility Centre,"8 Th Line Gunturivari Thota , Old Club Road, Kothapet Near Bus Stand"
"16.2988238, 80.4528501",Tulasi Multi Speciality Hospital,"5Th Lane,Funturvari Thota, Old Club Road"
"16.2893144, 80.4604643",Vasan Eye Care Hospital,"#12-25-174, Kothepeta, Opp To Shivalayam"
"16.2988238, 80.4528501",Veena Hospital,"Gunturuvari Thota, Old Club Rd"
"16.3066525, 80.4365402",Venkata Ramana Eye Hospital,"Beside Ganesh Mahal, Kothapet, Guntur,Near Old Bus Stand"
"16.2398274, 80.0374843",Venkateswara Mother and Child Hospital,"Palnad Road, Narasaraopet"
"16.2861218, 80.4462117",Yerra`S Super Speciality Hospital Pvt Ltd,"12-23-3, Anna Srinivasa Roa Kalyanamandapam Road, Bhagath Singh Centre, Kothapet"
"16.342393, 80.4390298",Ala Hospital,Amaravathi Road
"16.2997929, 80.4384343",Aruna Multi Speciality Hospitals,"1 Line ,Donka Road"
"16.305141, 80.4403014",Bmr Hospitals,"D.No.6/6/22/A,6Th Lane,2Nd Cross Rd, Arundelpet"
"16.3066525, 80.4365402",Childrens Hospital,"11/2, Arandala Peta"
"16.305141, 80.4403014",Gopala Krishna Nursing Home,"8/2, Arundelpet"
"16.3146349, 80.4409967",Hi Tech Trauma And Critical Care Hospital Ltd,"6-29-34/A, Lodge Centre Amravathi Road"
"16.3066525, 80.4365402",Pratyusha Childrens Hospital,"Besides Govt, General Hospital Railpet Ist Line"
"16.3066525, 80.4365402",Sri Bhavani Nursing Home-Guntur,"2Nd Line, Gunturuvari Thota Beside Peoples Trauma Hospital"
"16.305141, 80.4403014",Sri Sai Hospitals,"5/2, Arundelpet"
"16.3066525, 80.4365402",Sri Sathya Sai Institute Of Orl,"3/7, Brodieet"
"16.2988238, 80.4528501",Teja Maternity Hospital And Poly Clinic,Old Club Road
"16.2903294, 80.4507311",Sri Lakshmi Venkateswara Nursing Home,"Opposite Sri Venkateswara Swami Temple, Lalapet"
"16.2985944, 80.4378316",St Joseph's General Hospital,Near A C College
"16.3066525, 80.4365402",Hyma Hospital,"Main Road, Pattbhipuram, Opposite Rythu Bazar"
"16.3161479, 80.4177459",Sri Sruthi Hospital,7Th Line Brindavan Gardens Guntur
"16.3258784, 80.427861",Sanjivi Orthopaedic and Physiotherapy Centre,"4Th Line, Lakshmipuram"
"16.3258784, 80.427861",Sree Geetha Eye Hospital,"D. No-5-91-2,4Th Line,Lakshmipuram,Guntur"
"16.3140464, 80.4261372",Vijaya Eye Hospital,5-87-104 Lakshmipuram Guntur Guntur 522007  Guntur
"17.3730192, 78.547636",Yashaswi Hospital,"Yadavallivari St, Bosubomma Centre, Opp: Honda Showroom, Near Krishna Picturepalace, Kothapet"
"16.3066525, 80.4365402",Katuri Medical College And Hospital,Katuri Nagar Chinakondrupadu Guntur 522019  Guntur
"15.8999881, 80.4692439",Rachana Eye Hospital,"OppositeCivil Court, A.G.College Road, Bapatla, Guntur"
"15.9058966, 80.4715866",Srinivasa Children Hospital,"M G Road , Bapatla"
"16.0615501, 80.5497294",Adilakshmi Nursing Home,"G B C Road, Ponnur,"
"16.0685991, 80.5481667",Datta Prasad Orthopaedic Nursing Home,"D.Nono. 14-8-38.Netajinagar, 2Nd Lane, Ponnur."
"16.063414, 80.5498178",Dr Sajja Chandramouli Hospital,Gbc Road Ponnur Ponnur 522124  Guntur
"29.9926248, 31.3223644",Krishna Nursing Home,"15 - 1 - 81, G B C Road"
"16.3120407, 80.4319567",Nightingale Hospital,Lakshmipuram Guntur
"16.0615501, 80.5497294",Ravi Cardiac and Diabetic Care Center,"Gbc Road, Opp Bank Of India Ponnur"
"16.3066525, 80.4365402",Srinivasa Nursing Home,"S P P Road,"
"16.0653545, 80.5530292",Vijaya Sarada Nursing Home,"Nethaji Nagar, Ponnur"
"16.2413768, 80.6463314",Alapati Nursing Home,"Gopalreddy Street, Ganganammapet, Tenali"
"16.2861218, 80.4462117",Amma Hospital,"Kothapet,,."
"16.2432189, 80.647093",Dr Chadalavada Krishnaiah Multi Speciality Hospital,"Ganaganamma Peta, Prakasam Road, Tenali"
"16.2395313, 80.6493396",Ganga Kumari Memorial Children Nursing Home,"Kazavari Street, Tenali"
"16.2372555, 80.6472588",Gayatri Hospital,"Kothapet, Tenali"
"16.2432069, 80.6466435",Health Hospitals,Prakasam Road Tenali
"16.2395313, 80.6493396",J.K Hospital,"Ii Towen Police Ststion Road , Ganganammapet, Tenali"
"16.2410191, 80.649556",Kommineni Nursing Home,"Nehru Road, Tenali"
"16.2372555, 80.6472588",Smt D Indira Memorial Meternity Nursing Home,Kothapet Tenali
"16.2372555, 80.6472588",Srijani Eye Hospital,"Srijani Medical Complex, Mulukutlavari, St. T. B. Road, Kothapet, Tenali"
"16.2395313, 80.6493396",Vadlamudi Hospital,"7-23-3, V.S.R. College Road, Near Bus Stand, rict Guntur, Tenali"
"16.0174248, 80.8294747",K J Memorial Hospital,Repalle
"16.0174248, 80.8294747",Sri V R M Nursing Home,Repalle
"16.3066525, 80.4365402",Surm Nursing Home,R K Sallv
"16.0174248, 80.8294747",Vyshnave Nursing Home - Repalle,"11-16-137 Kotavari Street, Near Lic Office, Repalle"
"16.3066525, 80.4365402",Sri Ramachandra Nursing Home,"Gullapalli P.O Cherukupalli Mandal, Guntur"
"16.0546961, 80.6828266",Sri Evuru Subbarao Memorial Nursing Home,"Main Road, Gullapalli, Cherukupalli"
"16.3066525, 80.4365402",Krishna Nursing Home,Sattenapalli
"16.3066525, 80.4365402",Nsr Memorial Children Hospital,"2Nd Lane, Sbi Road, Sattenapalli"
"16.2988738, 80.4525909",Quality Hospital,"Old Club Road , Kothapet"
"16.4049645, 80.1213066",Sanjana Speciality Hospital,"Main Road, Sattenappali"
"16.3066525, 80.4365402",Sri Radha Krishna Nursing Home,"Sattenapalli, Guntur"
"16.4851565, 79.8900552",Abhaya Multispecialty Hospitals,"Beside C.T.O Office, Main Road, Piduguralla"
"16.2370726, 80.6469011",Balaji Cancer Care Centre,"Gowri Sankar Theatre Road, Kothapet"
"16.4772374, 79.8995349",Dr Anji Reddy Multispeciality Hospitals Pvt Ltd,Piduguralla Piduguralla
"16.3066525, 80.4365402",Hi Tech Trauma and Critical Care Hospital,
"16.4759885, 79.4394459",Ramakrishna Hospital - Macherla,"Opposite Rtc Busstand, Guntur rict, Macherla"
"16.3066525, 80.4365402",Nri General Hospital,Chinakakani Mangalagiri Mangalagiri
"16.4346457, 80.5645418",P.G.S.Nursing Home,"Station Road, Mangalagiri"
"16.3066525, 80.4365402",Sree Venkateshwara Nursing Home,
"16.4342432, 80.5678268",Sree Venkateswara Nursing Home,"Temple Street, Mangalagiri"
"16.3010263, 80.4458641",Amrutha Hospital,Railpet
"16.4954892, 80.5870903",Bayya Ent Hospital and Research Center,"Pedakakani, By The Side Of Nh5 Guntur-Vijayawada Route"
"16.3436965, 80.4864407",Bommidala Cancer Institute,Pedakakani Pedakakani Pedakakani
"16.3066525, 80.4365402",Sankara Eye Hospital,"Gnt-Bza Express Way, Pedakakani Post and Mandal, Pedakakani"
"16.2355381, 80.0553534",Amulya Nursing Home,"Guntur Road, Narasaraopet"
"16.2398274, 80.0374843",Anantha Nursing Home,Palnadu Road Narasarapoet
"16.2355381, 80.0553534",Asvini Nethralayam.,"Guntur Road, Narasaraopet"
"16.2398274, 80.0374843",Bala Tripura Nursing Home,"Palnad Road, Narasaraopet"
"16.2355381, 80.0553534",Mar Hospitals,"Guntur Road, Narasaraopet"
"16.2353506, 80.0479039",Prasanthi Nursing Home,"Srinivasa Deluxe Road, Narasaraopet"
"16.2318618, 80.0417167",Sai Ramya Nursing Home,Opp: Rdo Office Station Road Narasaraopet
"16.2339171, 80.0453169",Sri Lakshmi Janaki Nursing Home,"9-7-50, Arundelpet, Near Angel Talkies, Narasaraopet"
"16.0174248, 80.8294747",Sri Sai Krupa Netralayam,"10-14-66, Near Old State Bank, Repalle"
"16.2355381, 80.0553534",Susmitha Ortho Trauma Hospital,"Guntur Road, Narasaraopeth"
"16.2334363, 80.0451415",Venkateshwara Mother And Child Hospital,"Palnad Road, Narasaraopet,,  Gunutr, Narasaraopet"
"16.3066525, 80.4365402",Vijaya Nursing Home,Palnadu Road
"16.4733633, 79.4444472",Sowjanya Nursing Home,"No. 1-163, Macherla Road, Karampudi"
"16.0924301, 80.1623948",Manju Nursing Home,Chilakaluripet
"16.0924301, 80.1623948",Pragathi Nursing Home - Chilakaluripet,"Marellavari Street, Near Police Station Rd,, Kalamandir Centre, Chilakaluripet"
"16.0924301, 80.1623948",Prasad Nursing Home -Chilakaluripet,"Gandhipet,3Rd Lane, Chilakaluripet"
"16.3066525, 80.4365402",Ramakrishna Memorial Nursing Home,"Bhaskar Theatre Centre, Chilakaluripet"
"16.0924301, 80.1623948",Sri Ratna Laxmi Nursing Home,Chilakaluripet
"16.0568398, 79.7453318",G Show Reddy Memorial Nursing Home,"29-1045/1, Planadu Road, Near Bus Stand, Vinukonda"
"16.0568398, 79.7453318",Sajana Nursing Home,Vinukonda
"17.4230892, 78.42647",L V Prasad Eye Institute,"Kallam Anji Reddy Campus, L V Prasad Marg, Banjara Hills"
"17.4325235, 78.4070152",Apollo Hospitals,Jubilee Hills
"17.406396, 78.471592",Mediciti Hospital,"5 - 9 - 22, Secretariat Road"
"17.430016, 78.4897935","KIMS Hospital, Secunderabad","Secunderabad, 1 - 8 - 31/1, Minister Road, Secunderabad"
"17.385044, 78.486671",Kamineni Hospital,L.B Nagar
"17.4233704, 78.4593342",Yashoda Hospital,"Somajiguda, Rajbhavan Road"
"17.4283705, 78.4065896",Fernandez Hospital,"Plot No.769, Road No.44, Jubilee Hills"
"17.421204, 78.45829",Asian Institute of Gastroenterology,"6 - 3 - 661, Somajiguda"
"30.6708576, -90.5784",Udai Clinic Orthopedic Centre,"5 - 9 - 94, Chapel Road"
"17.4447068, 78.4663812",Homeocare International,"63, S.P.Road, Near Ashoka bhupal chambers, Begumpet\nSindhi Colony, Begumpet"
"17.385044, 78.486671",Nizams Institute of Medical Sciences (NIMS),Panjagutta
"17.4048879, 78.4819892",Sathya Kidney Centre and Super Speciality Hospital,"3-6-426, Beside Ashish Residency, Tank Bund\nStreet Number 4, Devi Laxmi Bagh, Domalguda, Himayath Nagar\n"
"17.4422003, 78.4862051",Sunshine Hospital,"Penderghast Road, Opposite Parsi Dharamsala, Behind Paradise Hotel\nSappu Bagh Apaprtment, Jogani, Ramgopalpet"
"17.421868, 78.4325607",Basavatarakam Indo American Cancer Institute And Research Centre,"Road No 14, Banjara Hills"
"17.472855, 78.3101779",Citizens Hospital,"Nallagandla, Serilingampally, Near Aparna Sarova"
"17.3854426, 78.4741288","Care Hospital, Nampally","Exhibition Grounds Road, Nampally\nChandra Vihar, Kattel Mandi, Abids"
"17.393152, 78.4726553",Medwin Hospital,"100, Raghava Ratna Towers, Nampally\nMahesh Nagar Colony"
"17.4622103, 78.3568492","Universal Superspeciality Dental Hospital, Kondapur","1-62/1, Sri Tirumala Subhash Complex, Above Sujana Supermarket, Kothaguda X-Roads, Kondapur"
"17.4399295, 78.4982741",Sunshine Heart Institute,"Penderghast Road, Opposite Parsi Dharamsala, Behind Paradise Hotel, Secunderabad"
"31.5692047, 74.3797556","CGHS Dispensary No.I, Charmina","23-1-693/1/1, Moghulpura"
"17.3991205, 78.4460041","CGHS Dispensary No.II, Humayunagar","10-3-273/10, Humayunnagar"
"17.4218188, 78.5031792","CGHS Dispensary No.III,\nSecunderabad","6-1-103/5, Padmaraonagar, Secundarabad"
"17.385044, 78.486671","CGHS Dispensary No.IV,\nBegumpet","K.S.Bhawan, Begumpet"
"17.3852673, 78.4849747","CGHS Dispensary No.VI,\nKachiguda","Kendriya Sadan, Sultanbazar"
"17.37086, 78.499155","CGHS Dispensary No.VII,\nMalakpet","16-3-994/A/1, Chanchalguda"
"17.3354406, 78.4989506","CGHS Dispensary No.VII,\nKanchanbagh","DRDO Complex, Kanchanbagh"
"17.4980973, 78.5027043","CGHS Dispensary No.IX,\nAlwal, Secunderabad","8-88 and 89, Alwal, Senderabad"
"17.4157401, 78.5410169","CGHS Dispensary No.XI,\nKakatiyanagar","9-4-84/20, Kakatiyanagar"
"17.3681151, 78.523757","CGHS Dispensary No.XII,\nDilsuknagar","7/2A, Balaji Complex, Dilsuknagar"
"17.385044, 78.486671","CGHS Dispensary No.XII,\nTamaka","St.No.5, Tarnaka"
"17.385044, 78.486671","PC-I, KS Bhawan","KS Bhavan, Begumpet"
"17.385044, 78.486671","PC-II, AGS Office Bldg.",AGS Office Building
"17.385044, 78.486671",PC Hyderabad,CE Building
"17.4138277, 78.4397584","Rainbow Hospital for Women and Children, Banjara Hills","22, Road Number 4, Old Road Number 10, Karvy Lanes, Banjara Hills"
"17.4551786, 78.4999876","Rainbow Hospital for Women and Children, Secunderabad","Plot C 17, Vikrampuri Colony, Secunderabad"
"17.3755207, 78.4980753",Yashoda Super Speciality Hospital,"Nalgonda X Roads, Malakpet"
"17.385044, 78.486671",Yashoda Super Speciality Hospital,Alexander Road
"17.4101779, 78.4284907",Omega Hospital,"MLA Colony Main Raod, Road Number 12, Banjara Hills"
"17.4830292, 78.39514","Prime Hospital, Kukatpally","MIG 113 and 114, Road Number 1, KPHB Colony"
"17.385044, 78.486671","Lotus Children's Hospital, Lakdikapul",D.Number 6-2-29
"17.4861948, 78.3892697","Lotus Children's Hospital, Kukatpally","HIG Number 15, JNTU, Hi tech City Road, KPHB"
"17.385044, 78.486671",Udai Omni Hospital,"5-9-94, Chapel Road"
"17.368162, 78.535811",Omni Hospital,"11-9-46, Sri Sai Shivani Complex, Opposite P.V.T Market, Kothapet 'X' Road, New Nagole Main Road, Dilsukhnagar, Laxmi Nagar Colony, Kothapet"
"17.4226283, 78.3364349",Continental Hospital Limited,"Plot Number 3, Road Number 2, I.T and Financial Dist, Nanakramguda, Gachibowli"
"17.390546, 78.481084","Aditya Hospital, ABIDS","4-1-16, Boggulakunta, Tilak Road, Abids"
"17.408118, 78.484689",Sai Vani Super Specialty Hospital,"1-2-365/36/6 and 7, Opposite Indira Park, Ramakrishna Math Road, Domalguda"
"17.4697664, 78.3853073","Ankura Hospital for Children and Women, Kukatpally","JNTU Hitech City Road, 7th Phase, KPHB Colony, Near Hitech City Railway Station"
"17.4447068, 78.4663812","Ankura Hospital for Children and Women, Secunderabad","Near Yatri Nivas, SP Road, Opposite Metro Pillar Number 23, Beside Dominos Pizza, Begumpet"
"17.4904322, 78.3926349",Anupama Hospital,"6th Phase, JNTU Road Kukatpally"
"17.3909698, 78.4379132",Apollo DRDO Hospital,"Santosh Nagar, Kanchanbagh"
"17.4399295, 78.4982741",Apollo Hospital,"Pollicetty Towers, St.John's Road, Bhagyanagar Colony, Besides Keyes High School, Secunderabad"
"17.385044, 78.486671",Apollo Hospital,Jubilee Hills
"17.3730927, 78.4900381",Apollo Emergency Centre,"16-2-705/5/5, Opposite Santhi Fire Works, Malakpet"
"17.4227225, 78.4283057",Asha Hospital,"Plot Number 298, Road Number 14, Banjara Hills"
"31.3929171, 73.0853019",Bristlecone Hospital,"Street Number 6, Barkatpura"
"45.0387777, -63.1587374",Care Hospital,Exhibition Grounds Road
"17.4136932, 78.4979469",Guru Nanak Care Hospital,"1-4-908/7/1, Musheerabad"
"17.4245471, 78.4310742",Challa Eye Care Centre,"Lane Beside Harley Davidson Showroom, Sagar Soceity Main Road, Road Number 2, Banjara Hills"
"17.4396894, 78.4506241",Challa Hospital,"7-1-71/A/1, Dharam Karam Road, Ameerpet"
"17.3499297, 78.5522438",Disha Children's Hospital,"3-11-142/N, DVN Complex, Opposite to Kamineni Hospital, RTC Colony, LB Nagar"
"17.3730927, 78.4900381",Dr.Agarwal's Eye Hospital,"No 16-2-669/C, Shop No 1-4, Lakshmi Appartments, Malakpet"
"17.3990949, 78.4773256",Dr.Ramayya's Urology Nephrology Institute and Hospital Private Limited,"5-9-34/2, Basheer Bagh"
"17.4875018, 78.3997822",Global Eye Hospital,"Plot Number 197, Road Number 1, KPHB Colony, Kukatpally"
"17.3985691, 78.4444924",Goodwill Kidney and Surgical Centre,"House Number 10-5-13/2/A, Road Number 1, Opposite Khaja Function Hall, Banjara Hills"
"17.401414, 78.480615",Hyderabad Eye Centre,"3-6-217/1, St.Number15, Near Vasavi Public School, Himayathnagar"
"17.4853956, 78.3903861",Icon Hospital,"540/1and 2, JNTU Hitech City Road, VI-Phase, KPHB Colony"
"17.461399, 78.4908723",Janapareddy Hospital,"26/A, Sikh Road, Sikh Village, Near Diamond Point, Secunderabad"
"17.385044, 78.486671",Kamineni Hospital,King Koti
"17.385044, 78.486671",Kamineni Fertility Centre,King Koti
"17.385044, 78.486671",Lions Sadhuram Eye Hospital,"1-2-8, Domalguda"
"17.4380983, 78.3994013",Live Life Hospital,"Plot 729, Jubilee Hills, Road 36"
"17.385044, 78.486671",Majestic Hospital,Langar Houz
"17.4481595, 78.4619685",Maxivision Eye Hospital,"1-11-252/1A-1D, Alladin Mansion, Street Number 3, Begumpet"
"17.393152, 78.4726553",Medwin Hospital,"Raghava Ratna Towers, Nampally"
